0,582.83923,1024.96363
1,208.11649,1079.504
2,1374.6819,706.72388
3,820.58058,998.38259
4,1466.83805,707.94453
5,943.04471,914.35445
6,817.12863,969.4897
7,266.54666,1101.88295
8,467.96481,1112.59444
9,1076.16352,798.74556
10,1097.25619,835.74647
11,1346.88589,710.03503
12,1082.57142,820.10168
13,1473.07985,705.26058
14,383.93586,1126.05498
15,1255.68487,755.6501
16,374.20199,1104.34644
17,1493.75062,698.34926
18,1067.46543,846.95961
19,370.85478,1136.60432
20,1524.60972,696.72877
21,1530.99084,699.21327
22,392.19189,1045.6934
23,1068.88032,817.62504
24,843.87965,985.1816
25,1031.92092,841.53342
26,1201.63748,806.42532
27,1351.78919,708.11859
28,1519.34664,695.99027
29,1328.901,745.83359
30,1215.96929,742.33352
31,1251.13766,762.82322
32,1284.48777,726.26226
33,461.27362,1131.54558
34,1390.32865,713.04771
35,1186.96754,743.50643
36,1334.61269,716.11436
37,1044.39972,835.83818
38,1400.54091,704.02414
39,597.96585,1048.32426
40,1172.35192,746.1334
41,1305.02961,735.95595
42,1085.9975,830.09473
43,847.04348,947.71064
44,1300.15922,730.2527
45,614.41137,1110.62071
46,1518.04873,699.28101
47,605.28035,1086.56108
48,686.0651,1079.21856
49,1105.93267,842.09275
50,1329.48188,714.3937
51,1346.30797,730.10216
52,806.04094,958.84099
53,482.59308,1134.80045
54,384.62271,1078.59289
55,798.96321,1018.89389
56,1132.09461,774.04965
57,1520.28983,698.45952
58,1010.38429,837.19616
59,818.03688,1008.20151
60,1301.82932,726.57155
61,812.26402,1011.93949
62,737.09078,1016.27257
63,1182.06362,743.22058
64,226.50921,1082.83404
65,401.13075,1130.22797
66,582.85063,1110.31995
67,647.75265,1070.67054
68,837.9414,994.35708
69,1020.01969,830.67781
70,357.67765,1133.31545
71,202.22315,1036.18532
72,1303.22619,731.70099
73,1444.26434,711.62247
74,1009.32718,854.23001
75,475.50148,1126.59864
76,653.88559,1078.14167
77,1141.02377,766.27265
